		Microsoft DHCP Service Activity Log


Event ID  Meaning
00	The log was started.
01	The log was stopped.
02	The log was temporarily paused due to low disk space.
10	A new IP address was leased to a client.
11	A lease was renewed by a client.
12	A lease was released by a client.
13	An IP address was found to be in use on the network.
14	A lease request could not be satisfied because the scope's address pool was exhausted.
15	A lease was denied.
16	A lease was deleted.
17	A lease was expired and DNS records for an expired leases have not been deleted.
18	A lease was expired and DNS records were deleted.
20	A BOOTP address was leased to a client.
21	A dynamic BOOTP address was leased to a client.
22	A BOOTP request could not be satisfied because the scope's address pool for BOOTP was exhausted.
23	A BOOTP IP address was deleted after checking to see it was not in use.
24	IP address cleanup operation has began.
25	IP address cleanup statistics.
30	DNS update request to the named DNS server.
31	DNS update failed.
32	DNS update successful.
33	Packet dropped due to NAP policy.
34	DNS update request failed.as the DNS update request queue limit exceeded.
35	DNS update request failed.
36	Packet dropped because the server is in failover standby role or the hash of the client ID does not match.
50+	Codes above 50 are used for Rogue Server Detection information.

QResult: 0: NoQuarantine, 1:Quarantine, 2:Drop Packet, 3:Probation,6:No Quarantine Information ProbationTime:Year-Month-Day Hour:Minute:Second:MilliSecond.

ID,Date,Time,Description,IP Address,Host Name,MAC Address,User Name, TransactionID, QResult,Probationtime, CorrelationID,Dhcid,VendorClass(Hex),VendorClass(ASCII),UserClass(Hex),UserClass(ASCII),RelayAgentInformation,DnsRegError.
24,04/13/23,04:06:22,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,04:06:22,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,04:06:22,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
24,04/13/23,05:06:23,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,05:06:23,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,05:06:23,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
24,04/13/23,06:06:24,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,06:06:24,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,06:06:24,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,06:37:42,DNS Update Request,172.21.6.58,GFLBLT110.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,06:37:42,Renew,172.21.6.58,GFLBLT110.GFLB.greenfieldlibrary.org,7C214A7ABF70,,2903742661,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,06:37:42,DNS Update Successful,172.21.6.58,GFLBLT110.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
24,04/13/23,07:06:24,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,07:06:24,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,07:06:24,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,07:20:52,DNS Update Request,10.0.6.122,GFLBAP03-EmployeeLoungeLL.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,07:20:52,Renew,10.0.6.122,GFLBAP03-EmployeeLoungeLL.GFLB.greenfieldlibrary.org,B4FBE429991D,,1489389600,0,,,,0x75626E74,ubnt,,,,0
32,04/13/23,07:20:52,DNS Update Successful,10.0.6.122,GFLBAP03-EmployeeLoungeLL.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,07:24:13,Renew,10.0.6.103,,7265E44F5364,,183665653,0,,,,,,,,,0
11,04/13/23,07:24:14,Renew,10.0.6.103,,7265E44F5364,,183665653,0,,,,,,,,,0
11,04/13/23,07:29:29,Renew,10.0.6.103,,7265E44F5364,,200442869,0,,,,,,,,,0
30,04/13/23,07:56:08,DNS Update Request,10.0.6.134,GFLBPC07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,07:56:08,Renew,10.0.6.134,GFLBPC07.GFLB.greenfieldlibrary.org,1C697AABD487,,3446640,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,07:56:08,DNS Update Successful,10.0.6.134,GFLBPC07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
24,04/13/23,08:06:25,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
25,04/13/23,08:06:25,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
25,04/13/23,08:06:25,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
30,04/13/23,08:23:56,DNS Update Request,10.0.6.112,GFLBPC05.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:23:56,Renew,10.0.6.112,GFLBPC05.GFLB.greenfieldlibrary.org,1C697AAC03A9,,2658409217,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:23:56,DNS Update Successful,10.0.6.112,GFLBPC05.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:26:57,DNS Update Request,10.0.6.115,GFLBPC15.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:26:57,Renew,10.0.6.115,GFLBPC15.GFLB.greenfieldlibrary.org,309C239D3C61,,1270065860,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:26:57,DNS Update Successful,10.0.6.115,GFLBPC15.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:27:32,DNS Update Request,10.0.6.109,GFLBPC02.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:27:32,Renew,10.0.6.109,GFLBPC02.GFLB.greenfieldlibrary.org,FC349772007F,,3746727010,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:27:32,DNS Update Successful,10.0.6.109,GFLBPC02.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:27:52,DNS Update Request,172.21.6.32,GFLBPC140.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:27:52,Renew,172.21.6.32,GFLBPC140.GFLB.greenfieldlibrary.org,00C2C6938654,,49616490,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:27:53,DNS Update Successful,172.21.6.32,GFLBPC140.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:27:56,DNS Update Request,172.21.6.32,GFLBPC140.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:27:56,Renew,172.21.6.32,GFLBPC140.GFLB.greenfieldlibrary.org,00C2C6938654,,49616490,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:27:56,DNS Update Successful,172.21.6.32,GFLBPC140.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:28:30,DNS Update Request,10.0.6.121,GFLBPC26.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:28:30,Renew,10.0.6.121,GFLBPC26.GFLB.greenfieldlibrary.org,1C697AADF960,,1996466532,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:28:30,DNS Update Successful,10.0.6.121,GFLBPC26.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:29:14,DNS Update Request,172.21.6.65,GFLBPub12.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:29:14,Renew,172.21.6.65,GFLBPub12.GFLB.greenfieldlibrary.org,FC3497720047,,828612883,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:29:14,DNS Update Successful,172.21.6.65,GFLBPub12.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:29:27,DNS Update Request,172.21.6.66,GFLBPub11.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:29:27,Renew,172.21.6.66,GFLBPub11.GFLB.greenfieldlibrary.org,FC349772004B,,433840076,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:29:27,DNS Update Successful,172.21.6.66,GFLBPub11.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:29:29,DNS Update Request,172.21.6.61,GFLBPub10.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:29:29,Renew,172.21.6.61,GFLBPub10.GFLB.greenfieldlibrary.org,FC3497720097,,2288004242,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:29:29,DNS Update Successful,172.21.6.61,GFLBPub10.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:29:37,DNS Update Request,172.21.6.64,GFLBPub09.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:29:37,Renew,172.21.6.64,GFLBPub09.GFLB.greenfieldlibrary.org,FC34977200A5,,25941264,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:29:37,DNS Update Successful,172.21.6.64,GFLBPub09.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:30:12,DNS Update Request,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:30:12,Renew,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,FC3497720077,,1131272830,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:30:12,DNS Update Successful,172.21.6.67,GFLBPub06.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:30:18,DNS Update Request,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:30:18,Renew,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,FC3497720035,,1227425330,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:30:19,DNS Update Successful,172.21.6.52,GFLBPub05.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:30:19,DNS Update Request,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:30:19,Renew,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,FC34977200A3,,4137799523,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:30:19,DNS Update Successful,172.21.6.63,GFLBPub07.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:30:22,DNS Update Request,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:30:22,Renew,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,FC349772015A,,2668811081,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:30:22,DNS Update Successful,172.21.6.68,GFLBPub08.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:30:54,DNS Update Request,172.21.6.59,GFLBPub02.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:30:54,Renew,172.21.6.59,GFLBPub02.GFLB.greenfieldlibrary.org,FC34977200A8,,2513672958,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:30:54,DNS Update Successful,172.21.6.59,GFLBPub02.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:30:59,DNS Update Request,172.21.6.41,GFLBPC147.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:30:59,Renew,172.21.6.41,GFLBPC147.GFLB.greenfieldlibrary.org,F80F41E3FB7E,,249129303,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:30:59,DNS Update Successful,172.21.6.41,GFLBPC147.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:31:00,DNS Update Request,172.21.6.53,GFLBPub03.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:31:00,Renew,172.21.6.53,GFLBPub03.GFLB.greenfieldlibrary.org,FC3497720075,,3666665605,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:31:00,DNS Update Successful,172.21.6.53,GFLBPub03.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:31:01,DNS Update Request,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:31:01,Renew,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,FC3497720001,,3574357535,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:31:01,DNS Update Successful,172.21.6.45,GFLBPub01.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:31:13,DNS Update Request,172.21.6.60,GFLBPub04.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:31:13,Renew,172.21.6.60,GFLBPub04.GFLB.greenfieldlibrary.org,FC349772004A,,4267933211,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:31:13,DNS Update Successful,172.21.6.60,GFLBPub04.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:31:20,DNS Update Request,10.0.6.129,GFLBPC30.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:31:20,Renew,10.0.6.129,GFLBPC30.GFLB.greenfieldlibrary.org,94C691ACD341,,3747271968,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:31:20,DNS Update Successful,10.0.6.129,GFLBPC30.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:31:23,DNS Update Request,10.0.6.139,GFLBPC06.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:31:23,Renew,10.0.6.139,GFLBPC06.GFLB.greenfieldlibrary.org,309C230973DA,,277013967,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:31:23,DNS Update Successful,10.0.6.139,GFLBPC06.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:31:35,DNS Update Request,10.0.6.126,GFLBPC37.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:31:35,Renew,10.0.6.126,GFLBPC37.GFLB.greenfieldlibrary.org,1C697AAE2E74,,2053384477,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:31:35,DNS Update Successful,10.0.6.126,GFLBPC37.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:31:47,DNS Update Request,172.21.6.70,GFLBLP101.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:31:47,Renew,172.21.6.70,GFLBLP101.GFLB.greenfieldlibrary.org,CC2F7162642F,,969823554,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:31:47,DNS Update Successful,172.21.6.70,GFLBLP101.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:31:47,DNS Update Request,172.21.6.37,GFLBPC115.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:31:47,Renew,172.21.6.37,GFLBPC115.GFLB.greenfieldlibrary.org,F80F41E3FC65,,2182333036,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:31:47,DNS Update Successful,172.21.6.37,GFLBPC115.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:31:48,DNS Update Request,172.21.6.62,GFLBLP103.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:31:48,Renew,172.21.6.62,GFLBLP103.GFLB.greenfieldlibrary.org,CC2F716272F8,,3703815700,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:31:48,DNS Update Successful,172.21.6.62,GFLBLP103.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:32:01,DNS Update Request,172.21.6.71,GFLBLP105.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:32:01,Renew,172.21.6.71,GFLBLP105.GFLB.greenfieldlibrary.org,CC2F71630259,,3562727267,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:32:01,DNS Update Successful,172.21.6.71,GFLBLP105.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:32:02,DNS Update Request,172.21.6.49,GFLBLP102.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:32:02,Renew,172.21.6.49,GFLBLP102.GFLB.greenfieldlibrary.org,CC2F71630DAD,,2278567055,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:32:02,DNS Update Successful,172.21.6.49,GFLBLP102.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:32:17,DNS Update Request,172.21.6.50,GFLBLP104.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:32:17,Renew,172.21.6.50,GFLBLP104.GFLB.greenfieldlibrary.org,CC2F7160BB4D,,2165573752,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:32:17,DNS Update Successful,172.21.6.50,GFLBLP104.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:32:19,DNS Update Request,172.21.6.57,GFLBLP106.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:32:19,Renew,172.21.6.57,GFLBLP106.GFLB.greenfieldlibrary.org,CC2F7161CA5B,,2692147794,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:32:19,DNS Update Successful,172.21.6.57,GFLBLP106.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:33:10,DNS Update Request,172.21.6.50,GFLBLP104.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:33:10,Renew,172.21.6.50,GFLBLP104.GFLB.greenfieldlibrary.org,CC2F7160BB4D,,3492906238,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:33:10,DNS Update Successful,172.21.6.50,GFLBLP104.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:33:15,DNS Update Request,172.21.6.57,GFLBLP106.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:33:15,Renew,172.21.6.57,GFLBLP106.GFLB.greenfieldlibrary.org,CC2F7161CA5B,,2469551356,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:33:15,DNS Update Successful,172.21.6.57,GFLBLP106.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:33:25,DNS Update Request,172.21.6.49,GFLBLP102.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:33:25,Renew,172.21.6.49,GFLBLP102.GFLB.greenfieldlibrary.org,CC2F71630DAD,,1134445451,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:33:25,DNS Update Successful,172.21.6.49,GFLBLP102.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:33:30,DNS Update Request,172.21.6.70,GFLBLP101.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:33:30,Renew,172.21.6.70,GFLBLP101.GFLB.greenfieldlibrary.org,CC2F7162642F,,4249275697,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:33:30,DNS Update Successful,172.21.6.70,GFLBLP101.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:33:34,DNS Update Request,172.21.6.71,GFLBLP105.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:33:34,Renew,172.21.6.71,GFLBLP105.GFLB.greenfieldlibrary.org,CC2F71630259,,358221461,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:33:34,DNS Update Successful,172.21.6.71,GFLBLP105.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:33:39,DNS Update Request,172.21.6.62,GFLBLP103.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:33:39,Renew,172.21.6.62,GFLBLP103.GFLB.greenfieldlibrary.org,CC2F716272F8,,3077670669,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:33:39,DNS Update Successful,172.21.6.62,GFLBLP103.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:33:40,DNS Update Request,172.21.6.36,GFLBPC142.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:33:40,Renew,172.21.6.36,GFLBPC142.GFLB.greenfieldlibrary.org,00C2C69387AD,,1214103935,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:33:40,DNS Update Successful,172.21.6.36,GFLBPC142.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:34:02,DNS Update Request,172.21.6.35,GFLBPC143.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:34:02,Renew,172.21.6.35,GFLBPC143.GFLB.greenfieldlibrary.org,00C2C6938753,,2273031851,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:34:02,DNS Update Successful,172.21.6.35,GFLBPC143.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:34:22,DNS Update Request,172.21.6.38,GFLBPC144.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:34:22,Renew,172.21.6.38,GFLBPC144.GFLB.greenfieldlibrary.org,00C2C69382B7,,2165033793,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:34:22,DNS Update Successful,172.21.6.38,GFLBPC144.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:34:26,DNS Update Request,172.21.6.38,GFLBPC144.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:34:26,Renew,172.21.6.38,GFLBPC144.GFLB.greenfieldlibrary.org,00C2C69382B7,,2165033793,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:34:26,DNS Update Successful,172.21.6.38,GFLBPC144.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:34:57,DNS Update Request,172.21.6.39,GFLBPC145.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:34:57,Renew,172.21.6.39,GFLBPC145.GFLB.greenfieldlibrary.org,00C2C6938596,,2062332561,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:34:57,DNS Update Successful,172.21.6.39,GFLBPC145.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
30,04/13/23,08:35:04,DNS Update Request,10.0.6.154,GFLBPC18.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:35:04,Renew,10.0.6.154,GFLBPC18.GFLB.greenfieldlibrary.org,309C23097318,,3948812774,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:35:04,DNS Update Successful,10.0.6.154,GFLBPC18.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:35:50,Renew,172.21.6.42,,0030F0600D06,,390893654,0,,,,0x756468637020312E31332E32,udhcp 1.13.2,,,,0
11,04/13/23,08:36:13,Renew,172.21.6.43,,0030F0600D03,,87173721,0,,,,0x756468637020312E31332E32,udhcp 1.13.2,,,,0
11,04/13/23,08:36:36,Renew,172.21.6.44,,0030F0600D04,,567974959,0,,,,0x756468637020312E31332E32,udhcp 1.13.2,,,,0
30,04/13/23,08:36:56,DNS Update Request,172.21.6.40,GFLBPC154.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:36:56,Renew,172.21.6.40,GFLBPC154.GFLB.greenfieldlibrary.org,00C2C69382EE,,1809471046,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
32,04/13/23,08:36:56,DNS Update Successful,172.21.6.40,GFLBPC154.GFLB.greenfieldlibrary.org,,,0,6,,,,,,,,,0
11,04/13/23,08:37:01,Renew,172.21.6.46,,0030F0600D05,,1231577674,0,,,,0x756468637020312E31332E32,udhcp 1.13.2,,,,0
